baseline,K,query_id,trial_type,trial_idx,elapsed_ms,mem_peak_mb,mem_delta_mb,status,error_type,error_msg,timeout_ms,eval_ms,artifact_load_ms,artifact_parse_ms,stamp_ms,bin_ms,local_sat_ms,prop_ms,prop_iters,decode_ms,ctid_map_ms,filter_ms,rows_seen,rows_passed,policy_total_ms
rls_with_index,10,1,cold,0,20.243,16.258,0.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_with_index,10,1,hot,1,20.336,16.258,0.219,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_with_index,10,1,hot,2,20.162,16.258,0.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_with_index,10,1,hot,3,20.187,16.039,0.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_with_index,10,1,hot,4,20.143,16.258,0.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_with_index,10,1,hot,5,20.140,16.258,0.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_with_index,10,2,cold,0,20.168,16.258,0.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_with_index,10,2,hot,1,20.128,16.477,0.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_with_index,10,2,hot,2,20.129,16.258,0.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_with_index,10,2,hot,3,20.166,16.258,0.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_with_index,10,2,hot,4,20.143,16.039,0.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_with_index,10,2,hot,5,20.168,16.039,0.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_with_index,10,3,cold,0,20.181,16.258,0.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_with_index,10,3,hot,1,20.132,16.258,0.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_with_index,10,3,hot,2,20.201,16.039,0.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_with_index,10,3,hot,3,20.192,16.039,0.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_with_index,10,3,hot,4,20.132,16.258,0.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_with_index,10,3,hot,5,20.175,16.039,0.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_with_index,10,4,cold,0,20.248,16.039,0.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_with_index,10,4,hot,1,20.140,16.258,0.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_with_index,10,4,hot,2,20.187,16.258,0.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_with_index,10,4,hot,3,20.132,16.039,0.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_with_index,10,4,hot,4,20.136,16.477,0.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_with_index,10,4,hot,5,20.132,16.258,0.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_with_index,10,5,cold,0,121.353,31.133,15.094,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_with_index,10,5,hot,1,140.490,35.508,19.469,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_with_index,10,5,hot,2,121.579,35.070,18.812,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_with_index,10,5,hot,3,141.819,36.164,19.906,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_with_index,10,5,hot,4,121.392,35.727,19.469,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_with_index,10,5,hot,5,121.597,36.383,20.125,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_with_index,10,6,cold,0,121.449,35.703,19.469,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_with_index,10,6,hot,1,121.401,37.695,21.219,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_with_index,10,6,hot,2,121.657,37.695,21.438,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_with_index,10,6,hot,3,121.416,37.477,21.219,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_with_index,10,6,hot,4,101.271,37.258,21.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_with_index,10,6,hot,5,120.793,38.133,21.875,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_with_index,10,7,cold,0,20.155,16.477,0.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_with_index,10,7,hot,1,20.135,16.477,0.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_with_index,10,7,hot,2,20.169,15.820,0.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_with_index,10,7,hot,3,20.268,16.039,0.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_with_index,10,7,hot,4,20.202,16.477,0.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_with_index,10,7,hot,5,20.254,16.258,0.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_with_index,10,8,cold,0,20.174,15.820,0.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_with_index,10,8,hot,1,20.223,16.477,0.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_with_index,10,8,hot,2,20.197,16.039,0.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_with_index,10,8,hot,3,20.168,16.258,0.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_with_index,10,8,hot,4,20.175,16.039,0.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_with_index,10,8,hot,5,20.132,16.039,0.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_no_index,10,1,cold,0,20.119,16.258,0.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_no_index,10,1,hot,1,20.251,16.258,0.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_no_index,10,1,hot,2,20.193,16.039,0.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_no_index,10,1,hot,3,20.247,16.477,0.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_no_index,10,1,hot,4,20.129,16.477,0.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_no_index,10,1,hot,5,20.391,15.820,0.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_no_index,10,2,cold,0,20.181,16.477,0.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_no_index,10,2,hot,1,20.153,16.477,0.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_no_index,10,2,hot,2,20.132,16.258,0.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_no_index,10,2,hot,3,20.132,16.477,0.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_no_index,10,2,hot,4,20.214,16.258,0.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_no_index,10,2,hot,5,20.184,16.477,0.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_no_index,10,3,cold,0,20.113,16.039,0.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_no_index,10,3,hot,1,20.112,16.039,0.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_no_index,10,3,hot,2,20.148,16.258,0.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_no_index,10,3,hot,3,20.252,15.820,0.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_no_index,10,3,hot,4,20.203,16.039,0.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_no_index,10,3,hot,5,20.161,16.258,0.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_no_index,10,4,cold,0,20.153,16.258,0.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_no_index,10,4,hot,1,20.161,16.039,0.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_no_index,10,4,hot,2,20.202,16.039,0.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_no_index,10,4,hot,3,20.176,16.258,0.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_no_index,10,4,hot,4,20.134,15.820,0.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_no_index,10,4,hot,5,20.140,16.039,0.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_no_index,10,5,cold,0,121.107,37.695,21.438,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_no_index,10,5,hot,1,121.211,37.914,21.656,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_no_index,10,5,hot,2,120.856,37.477,21.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_no_index,10,5,hot,3,121.614,37.914,21.656,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_no_index,10,5,hot,4,121.446,37.914,21.438,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_no_index,10,5,hot,5,121.341,37.695,21.438,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_no_index,10,6,cold,0,121.319,39.008,22.531,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_no_index,10,6,hot,1,121.415,38.789,22.312,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_no_index,10,6,hot,2,120.960,37.695,21.219,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_no_index,10,6,hot,3,121.072,41.414,24.938,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_no_index,10,6,hot,4,121.395,41.195,25.156,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_no_index,10,6,hot,5,121.325,41.633,25.375,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_no_index,10,7,cold,0,20.172,16.477,0.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_no_index,10,7,hot,1,20.125,16.039,0.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_no_index,10,7,hot,2,20.161,15.820,0.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_no_index,10,7,hot,3,20.124,16.039,0.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_no_index,10,7,hot,4,20.182,16.039,0.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_no_index,10,7,hot,5,20.156,16.039,0.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_no_index,10,8,cold,0,9379.815,66.133,49.875,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_no_index,10,8,hot,1,1113.116,67.227,51.406,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_no_index,10,8,hot,2,1094.590,68.758,52.719,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_no_index,10,8,hot,3,1094.448,70.070,53.594,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_no_index,10,8,hot,4,1133.564,70.289,54.031,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_no_index,10,8,hot,5,1091.777,70.508,54.031,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
ours,10,8,hot,4,20.170,22.602,0.000,error,missing_artifact,"ERROR:  custom_filter: missing artifacts: customer_code_base, customer_ctid, dict/customer/c_acctbal, dict/customer/c_mk",60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
ours,10,8,hot,5,20.182,22.820,0.000,error,missing_artifact,"ERROR:  custom_filter: missing artifacts: customer_code_base, customer_ctid, dict/customer/c_acctbal, dict/customer/c_mk",60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_with_index,10,1,cold,0,20.183,16.477,0.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_with_index,10,1,hot,1,20.183,16.477,0.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_with_index,10,1,hot,2,20.296,16.258,0.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_with_index,10,1,hot,3,20.132,16.477,0.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_with_index,10,1,hot,4,20.118,16.477,0.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_with_index,10,1,hot,5,20.006,16.039,0.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_with_index,10,2,cold,0,20.331,16.039,0.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_with_index,10,2,hot,1,20.156,16.477,0.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_with_index,10,2,hot,2,20.123,16.258,0.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_with_index,10,2,hot,3,20.183,16.258,0.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_with_index,10,2,hot,4,20.125,16.477,0.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_with_index,10,2,hot,5,20.140,16.477,0.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_with_index,10,3,cold,0,20.239,16.258,0.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_with_index,10,3,hot,1,20.120,16.258,0.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_with_index,10,3,hot,2,20.256,16.477,0.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_with_index,10,3,hot,3,20.244,16.695,0.219,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_with_index,10,3,hot,4,20.179,16.258,0.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_with_index,10,3,hot,5,20.154,16.258,0.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_with_index,10,4,cold,0,20.145,16.258,0.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_with_index,10,4,hot,1,20.121,16.258,0.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_with_index,10,4,hot,2,20.151,16.258,0.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_with_index,10,4,hot,3,20.152,16.258,0.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_with_index,10,4,hot,4,20.159,16.258,0.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_with_index,10,4,hot,5,20.170,16.258,0.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_with_index,10,5,cold,0,141.691,48.852,32.594,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_with_index,10,5,hot,1,121.384,46.227,29.969,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_with_index,10,5,hot,2,142.015,50.383,34.125,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_with_index,10,5,hot,3,142.070,50.602,34.125,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_with_index,10,5,hot,4,121.446,47.758,31.500,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_with_index,10,5,hot,5,141.575,51.477,35.219,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_with_index,10,6,cold,0,121.586,48.195,31.719,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_with_index,10,6,hot,1,121.505,47.758,31.500,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_with_index,10,6,hot,2,121.387,49.727,33.469,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_with_index,10,6,hot,3,121.372,47.539,31.062,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_with_index,10,6,hot,4,121.540,48.852,32.375,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_with_index,10,6,hot,5,141.599,53.445,37.188,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_with_index,10,7,cold,0,20.226,16.477,0.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_with_index,10,7,hot,1,20.173,16.477,0.219,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_with_index,10,7,hot,2,20.245,16.477,0.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_with_index,10,7,hot,3,20.118,16.430,0.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_with_index,10,7,hot,4,20.142,16.477,0.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_with_index,10,7,hot,5,20.164,16.695,0.219,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_with_index,10,8,cold,0,20.223,16.477,0.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_with_index,10,8,hot,1,20.348,16.477,0.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_with_index,10,8,hot,2,20.177,16.477,0.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_with_index,10,8,hot,3,20.133,16.477,0.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_with_index,10,8,hot,4,20.127,16.477,0.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_with_index,10,8,hot,5,20.165,16.477,0.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_no_index,10,1,cold,0,20.131,16.477,0.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_no_index,10,1,hot,1,20.182,16.039,0.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_no_index,10,1,hot,2,20.117,16.039,0.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_no_index,10,1,hot,3,20.204,16.477,0.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_no_index,10,1,hot,4,20.155,16.477,0.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_no_index,10,1,hot,5,20.166,16.477,0.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_no_index,10,2,cold,0,20.121,16.477,0.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_no_index,10,2,hot,1,20.155,16.477,0.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_no_index,10,2,hot,2,20.211,16.477,0.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_no_index,10,2,hot,3,20.010,16.258,0.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_no_index,10,2,hot,4,20.152,16.039,0.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_no_index,10,2,hot,5,20.142,16.477,0.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_no_index,10,3,cold,0,20.134,16.039,0.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
